Id,have_youMentalHealthBenefits,Country,Mental_Consequences,isCompany_Technical,discuss_Family,isConsequenceSerious,Age,isSelfEmployed,have_you_PhysicalHealthConversations,isAnonymous,have_you_MentalHealthConversations,have_you_seeked_MentalHealthHelp,feel_Recovering,isPart_of_MentalHealthProgram,know_you_MentalCareOptions,isMental_asGoodas_Physical,isMentalIllness_family,discuss_Peers,iswork_disturbed,Physical_Consequences,istreatment_required,Additional_Data,isWork_Remote,Approx_Acquaintances,Gender
834,No,1,Yes,1,No,0,34,0,Yes,Don't know,No,No,Don't know,No,No,Don't know,0,No,Sometimes,No,1,,0,1-5,male
667,Don't know,18,No,1,No,0,24,0,No,Don't know,No,Don't know,Don't know,Don't know,Not sure,Don't know,0,No,,No,0,,0,More than 1000,male
1206,Don't know,3,Maybe,0,Yes,0,34,0,Yes,Don't know,Maybe,No,Somewhat easy,No,Not sure,Yes,1,Some of them,Often,No,0,,1,26-100,Male
944,Don't know,1,Maybe,1,No,0,28,0,Maybe,Don't know,No,Don't know,Somewhat easy,Don't know,No,No,1,Some of them,Sometimes,No,1,,0,More than 1000,Male
206,No,2,No,1,Some of them,0,21,0,Maybe,Don't know,Maybe,No,Somewhat difficult,No,Yes,Yes,0,Some of them,Sometimes,No,1,,1,6-25,Male
230,Yes,1,Maybe,1,Some of them,1,36,0,Maybe,Don't know,No,Yes,Don't know,No,No,Don't know,0,Some of them,Sometimes,No,1,,0,26-100,Male
79,Don't know,11,No,1,Some of them,0,28,0,Yes,Don't know,Maybe,Don't know,Very easy,Don't know,No,Yes,0,Some of them,Never,No,0,,1,6-25,m
190,No,20,Maybe,1,Some of them,1,38,1,Maybe,Yes,No,No,Somewhat easy,No,Yes,Don't know,1,Some of them,Often,Maybe,1,,1,1-5,Female
9,Don't know,2,No,1,Yes,0,23,,Maybe,Don't know,Maybe,Don't know,Don't know,Don't know,No,Yes,0,Yes,Never,No,0,,0,26-100,Male
881,Yes,1,No,1,Yes,0,30,0,Maybe,Yes,Maybe,Don't know,Very easy,Don't know,Yes,Yes,0,Some of them,Never,No,0,,1,26-100,Mail
937,Don't know,7,No,1,Yes,1,33,0,Maybe,Don't know,Maybe,Don't know,Don't know,No,No,Yes,1,Yes,,No,1,,0,6-25,Male
145,Yes,1,Maybe,0,Yes,0,37,0,Maybe,Don't know,Maybe,Yes,Somewhat easy,Yes,Yes,Don't know,1,Some of them,Rarely,Maybe,1,,0,100-500,Male
866,Yes,1,Maybe,1,Some of them,0,35,0,No,Don't know,No,No,Somewhat easy,No,Yes,Don't know,1,Some of them,Sometimes,Maybe,1,,0,6-25,M
440,No,3,Maybe,1,No,0,26,0,Maybe,Don't know,No,No,Don't know,No,No,No,1,No,Sometimes,Maybe,0,,0,6-25,Male
318,Yes,1,Maybe,1,Some of them,1,22,0,No,Yes,No,Yes,Somewhat easy,Yes,Yes,Yes,1,No,Often,No,1,,0,More than 1000,Female
312,No,1,Maybe,1,Yes,0,36,1,No,Don't know,No,No,Somewhat easy,No,Yes,Yes,0,Some of them,Never,No,1,,0,1-5,Male
255,No,2,Yes,1,No,0,29,0,Maybe,Don't know,No,No,Somewhat difficult,No,No,Don't know,0,No,Often,No,0,,0,6-25,Male
668,No,7,Maybe,1,No,0,26,0,No,Don't know,No,No,Don't know,No,No,Don't know,0,No,Never,Maybe,0,,0,26-100,m
1258,Yes,1,Maybe,0,No,0,25,0,No,Yes,No,No,Don't know,No,Yes,Don't know,1,Some of them,Sometimes,No,1,,0,26-100,Male
1190,Yes,1,Maybe,1,Some of them,0,44,0,No,Yes,No,Yes,Don't know,No,Yes,Don't know,1,Some of them,Sometimes,No,1,My mental health issues were the direct result of the trauma from childhood abuse. Most (all?) of the Prompt-sponsored/related presentations I've seen have been about congenital mental health issues that are treatable with continued medication. For me medication only provided temporary assistance. I needed years of (continuing) therapy to deal with PTSD and related disorders (depression anxiety suicidal tendencies others). I haven't seen many in our community discussing trauma-related mental health issues but they are just as real and just as debilitating.,0,100-500,M
457,Yes,7,Yes,1,No,0,35,0,Maybe,Yes,No,No,Don't know,No,No,Don't know,1,No,Never,No,0,Nice job on the text field for gender :-),0,100-500,Male
1180,Yes,1,Maybe,1,No,0,32,0,No,Yes,No,No,Don't know,No,Yes,No,0,Some of them,Sometimes,Maybe,1,,0,26-100,Woman
144,Don't know,1,Maybe,1,Some of them,0,30,0,Maybe,Don't know,No,Don't know,Don't know,No,Not sure,Don't know,1,Some of them,,Maybe,0,I'd be more worried about coworkers and workplace culture than the employer--they're probably legally obligated to do some things but reputation among people I work with is something else. For instance I've heard people make snide remarks about men taking paternity leave I don't want to know what they'd say about mental health leave.,1,More than 1000,Female
801,No,1,No,1,Yes,0,23,0,Maybe,Don't know,Maybe,No,Very easy,No,Yes,Yes,1,Some of them,Sometimes,No,1,,0,6-25,Male
61,Don't know,9,No,1,Yes,0,26,0,Yes,Yes,Maybe,Yes,Very easy,Yes,Not sure,Yes,0,Yes,Sometimes,No,1,,1,26-100,Female
131,No,1,Maybe,1,Some of them,0,32,0,Yes,Don't know,No,No,Very difficult,No,Yes,Don't know,0,Yes,Rarely,No,0,,1,1-5,male
252,Yes,1,No,1,Yes,0,31,0,Maybe,Yes,No,Don't know,Very easy,Yes,Yes,Yes,1,Some of them,Rarely,No,1,,1,100-500,male
330,Yes,1,No,1,Some of them,0,24,0,Maybe,Yes,No,Yes,Very easy,Yes,Not sure,Yes,0,Some of them,,No,0,,0,26-100,Male
1088,Yes,1,No,1,Yes,0,32,0,Maybe,Yes,No,Don't know,Don't know,Yes,Yes,Don't know,0,Some of them,Sometimes,No,1,,0,26-100,Male
215,No,1,No,1,No,0,27,1,No,Don't know,No,Don't know,Very difficult,Don't know,No,Don't know,1,Some of them,Sometimes,No,1,Many of these questions were difficult to answer as a self-employed person; I did my best with the available options.,1,1-5,female
568,Yes,1,Maybe,1,Some of them,0,31,0,Yes,Don't know,No,Don't know,Somewhat easy,Don't know,Not sure,No,1,No,Sometimes,No,0,Mental health issue I have dealt with: acute depression,0,More than 1000,male
1036,No,10,No,1,Yes,0,26,0,Maybe,Yes,No,No,Don't know,No,No,Yes,1,Yes,Sometimes,No,1,The questions related to employer-provided health benefits are largely irrelevant to where I live Australia so I'd discount them.,1,26-100,male
80,Yes,1,No,1,Some of them,0,38,0,Maybe,Don't know,Maybe,Yes,Don't know,No,Yes,Yes,1,Yes,Sometimes,No,0,,1,100-500,Male
817,No,1,Yes,1,No,0,44,1,No,No,No,No,Very easy,No,Yes,Yes,1,Some of them,Sometimes,Yes,1,,1,1-5,male
1144,No,32,No,0,Yes,0,23,0,Yes,Yes,No,Yes,Somewhat difficult,Yes,Yes,Yes,0,Yes,Never,No,0,,0,More than 1000,Male
486,Don't know,1,Yes,1,No,0,28,0,Maybe,Don't know,No,No,Don't know,No,Not sure,Don't know,1,Some of them,Sometimes,Maybe,1,,0,26-100,Female
760,No,2,No,1,No,0,31,1,No,Yes,No,No,Somewhat easy,No,Yes,Yes,1,No,Sometimes,No,0,I feel like most of my answers were useless due to answering that I am self-employed early on. Since my employer is me... my employer does/doesn't offer mental health benefits or would I be comfortable bring it up with 'them' doesn't make sense...,1,1-5,Male
708,Don't know,1,Yes,1,No,0,37,0,No,Don't know,No,Don't know,Don't know,No,Not sure,Don't know,0,Some of them,,No,0,,1,26-100,F
241,No,1,Maybe,1,Some of them,1,34,0,Maybe,Don't know,No,No,Somewhat difficult,No,No,No,1,Some of them,Sometimes,No,1,,0,1-5,male
154,Yes,3,Yes,0,No,1,37,0,Yes,Yes,No,Yes,Somewhat difficult,Yes,Yes,No,1,Some of them,Rarely,Maybe,1,,0,More than 1000,Male
741,No,26,Yes,1,No,0,32,0,No,Don't know,No,No,Very difficult,No,Yes,No,0,No,,Maybe,0,,0,6-25,male
948,Yes,1,Maybe,1,Some of them,0,35,0,No,Don't know,No,Yes,Very difficult,Don't know,Yes,Don't know,0,Some of them,Sometimes,Maybe,1,,0,More than 1000,Male
261,No,2,Yes,1,Some of them,0,27,0,Maybe,No,No,No,Very difficult,No,Yes,No,0,Some of them,Sometimes,Yes,0,,1,6-25,Male
1032,Yes,1,Yes,0,Some of them,0,40,0,Maybe,Don't know,No,Don't know,Don't know,Yes,Not sure,No,1,Some of them,Sometimes,Maybe,0,,1,More than 1000,Male
127,Yes,1,Yes,1,Yes,0,32,0,No,Yes,No,Yes,Don't know,No,Yes,Don't know,0,No,Rarely,No,1,,0,100-500,M
1023,No,3,Maybe,1,No,0,32,0,Maybe,Don't know,No,No,Don't know,No,No,Don't know,0,No,,Maybe,0,,0,6-25,Male
827,Don't know,1,Yes,1,No,0,40,1,No,Don't know,No,No,Somewhat easy,No,Not sure,Don't know,0,Some of them,Sometimes,Maybe,0,,1,1-5,M
526,Yes,17,No,1,Some of them,0,24,1,Maybe,Yes,Maybe,Don't know,Somewhat easy,Don't know,Yes,Yes,0,Some of them,Sometimes,No,0,,0,1-5,male
403,Yes,1,Maybe,1,Some of them,1,35,0,Maybe,Don't know,No,No,Very difficult,No,Yes,No,1,Some of them,Sometimes,Maybe,1,I'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. Competent people who act a little funny can be hard to hire.,0,100-500,M
150,Don't know,2,Maybe,1,Some of them,0,19,1,Maybe,Yes,Maybe,Yes,Somewhat easy,No,Not sure,Don't know,1,Some of them,,No,0,,1,1-5,Male
661,Don't know,3,No,1,Yes,0,27,0,Maybe,Don't know,Maybe,Don't know,Don't know,No,No,Don't know,0,Some of them,Never,No,0,,0,1-5,Male
413,Don't know,3,Yes,1,No,0,31,0,Yes,Don't know,No,No,Don't know,No,No,Yes,1,No,Sometimes,Maybe,1,,0,More than 1000,Enby
662,Don't know,1,Maybe,1,Some of them,0,32,0,No,Don't know,No,Don't know,Don't know,Don't know,Not sure,Don't know,0,Some of them,Never,Maybe,0,,0,More than 1000,Male
731,No,5,Maybe,1,Some of them,0,24,0,No,Don't know,No,No,Don't know,Yes,No,Don't know,0,Yes,,No,0,,0,26-100,Male
1242,Don't know,18,Maybe,1,No,0,28,0,Maybe,Don't know,No,Don't know,Don't know,No,No,Don't know,0,No,Rarely,No,1,,0,26-100,Male
629,Yes,1,Yes,1,Some of them,1,28,0,No,Don't know,No,Don't know,Don't know,No,Not sure,Don't know,1,Some of them,Sometimes,No,1,,1,26-100,Male
686,Yes,1,No,1,Yes,0,33,0,No,Yes,No,Yes,Somewhat easy,Yes,Yes,Yes,1,Some of them,Rarely,No,1,,0,More than 1000,female
1191,Yes,2,Maybe,1,No,0,34,0,Maybe,Yes,No,Yes,Don't know,Yes,Not sure,Don't know,1,No,Sometimes,No,0,,0,More than 1000,Male
352,No,3,No,1,Yes,0,30,0,Maybe,Don't know,No,Don't know,Very easy,No,No,Yes,0,Some of them,Never,No,0,A co-worker recently had mental health issues and my employer was very reasonable with them I don't know the full story but I do know that he was given ample time off and eased back in to the work place.,0,6-25,Male
95,Don't know,1,No,1,Yes,0,29,0,Maybe,Don't know,Maybe,Don't know,Don't know,No,No,No,0,Yes,Never,No,0,,0,26-100,male
37,No,6,Maybe,1,Some of them,0,38,0,Maybe,Don't know,No,No,Somewhat easy,No,Yes,No,0,Some of them,,No,0,,0,100-500,Male
485,No,11,Maybe,0,Some of them,1,43,0,Yes,Don't know,No,No,Somewhat easy,Don't know,Yes,No,0,Some of them,Sometimes,No,1,,0,26-100,male
143,Yes,1,No,0,Yes,0,-29,0,No,Don't know,No,Yes,Don't know,Don't know,No,Don't know,0,Some of them,,No,0,,1,More than 1000,Male
541,Yes,1,No,1,Yes,0,31,0,No,Yes,No,No,Somewhat easy,No,Yes,Yes,1,Yes,Rarely,No,1,,0,100-500,Female
158,No,1,Maybe,1,Yes,1,27,0,No,Don't know,No,No,Somewhat difficult,No,Yes,Don't know,0,Some of them,Rarely,No,1,Had a co-worker disappear from work for a few weeks and then come back to let everyone know he was bipolar. His responsibilities and schedule were adjusted to accommodate but he got worse didn't show up didn't work etc and was eventually let go.It was tough because on the one hand he was struggling with some mental health issues but on the other hand he went through a period of months where he wasn't performing.,1,26-100,male
728,Don't know,1,No,0,Yes,0,29,0,No,Don't know,No,Don't know,Don't know,Don't know,Not sure,No,0,Yes,,No,0,,0,More than 1000,Male
869,Don't know,13,No,1,Yes,0,43,1,Maybe,Don't know,No,Don't know,Don't know,No,No,Don't know,0,Some of them,,No,0,,1,More than 1000,Male
787,Yes,1,Maybe,1,Some of them,0,25,0,Maybe,Yes,No,Don't know,Don't know,Don't know,Yes,Don't know,1,Some of them,Sometimes,No,1,,0,26-100,Male
236,Yes,2,Maybe,1,Some of them,0,37,0,Yes,Don't know,No,Don't know,Don't know,No,Yes,Don't know,1,Some of them,Often,No,1,,0,26-100,Male
222,Don't know,1,No,1,Some of them,0,28,0,Maybe,Don't know,No,No,Don't know,No,No,Don't know,0,Some of them,Rarely,No,0,,0,6-25,male
1102,No,2,Yes,1,No,1,33,1,Maybe,No,No,No,Very difficult,No,Yes,No,1,No,Often,Yes,1,,1,1-5,Female
649,No,7,No,1,Some of them,0,22,0,Yes,Don't know,No,No,Don't know,No,No,Don't know,0,No,Often,No,0,,0,6-25,Female
1205,No,18,No,1,Yes,0,32,0,Maybe,Don't know,No,No,Somewhat easy,No,No,Don't know,0,Some of them,Sometimes,No,1,,0,6-25,male
1204,No,18,Maybe,1,Yes,0,34,0,No,Don't know,No,No,Don't know,No,No,Don't know,1,Some of them,Never,No,1,,1,1-5,Male
62,Yes,3,No,1,Yes,0,27,0,Maybe,Don't know,Maybe,Yes,Somewhat easy,No,Not sure,Yes,0,Yes,Never,No,0,,0,100-500,Male
193,No,1,No,1,Yes,0,35,0,No,Yes,No,No,Don't know,No,No,Don't know,0,Some of them,Rarely,No,1,,0,6-25,Male
235,No,3,Yes,1,No,0,25,0,Maybe,Don't know,No,No,Somewhat difficult,No,No,No,0,No,Never,Maybe,0,,0,26-100,Male
181,No,19,Maybe,0,Some of them,0,26,1,No,Don't know,No,No,Somewhat easy,No,No,Don't know,0,Some of them,Sometimes,Maybe,0,,0,6-25,f
1203,Don't know,3,Maybe,1,Yes,0,24,0,Maybe,Don't know,No,No,Somewhat easy,No,Not sure,Don't know,0,Some of them,,Maybe,0,,0,100-500,Male
521,Don't know,1,Maybe,0,Some of them,0,23,0,No,Yes,No,Don't know,Don't know,Don't know,Not sure,Don't know,0,Some of them,,Maybe,0,,0,More than 1000,F
1145,Don't know,1,Maybe,1,No,0,26,0,No,Don't know,No,No,Don't know,No,No,Don't know,1,No,Sometimes,No,0,,1,26-100,F
592,No,2,Maybe,1,No,0,19,0,Maybe,Don't know,No,No,Don't know,No,No,Don't know,1,Some of them,Sometimes,Maybe,1,,0,1-5,Male
548,Yes,1,No,1,Yes,0,21,0,Maybe,Yes,No,Yes,Don't know,Yes,Yes,Yes,1,Some of them,,No,0,,0,More than 1000,M
382,Yes,1,No,1,Yes,0,31,0,No,Don't know,No,No,Don't know,No,No,Don't know,1,Yes,Sometimes,No,1,,1,26-100,Make
1062,Don't know,1,No,1,No,0,44,1,No,Yes,No,No,Somewhat difficult,No,No,Don't know,0,No,Never,No,0,,1,1-5,M
1163,Don't know,1,Maybe,1,Some of them,0,26,0,Maybe,Don't know,Maybe,Don't know,Somewhat easy,No,No,Don't know,1,Some of them,Sometimes,No,1,,1,6-25,Male
331,Yes,2,Yes,1,No,0,25,0,No,Don't know,No,Don't know,Don't know,No,Yes,No,1,Some of them,Sometimes,Maybe,1,,0,More than 1000,Male
262,Yes,1,No,1,Yes,0,30,0,No,Yes,Maybe,Yes,Don't know,No,Yes,Yes,0,Yes,Sometimes,No,1,,1,100-500,Male
6,No,1,Maybe,1,No,0,35,,No,No,No,No,Somewhat difficult,No,No,Don't know,1,Some of them,Sometimes,Maybe,1,,1,1-5,Female
266,Yes,1,No,1,Yes,0,41,0,Yes,Don't know,Yes,No,Very easy,Don't know,Yes,Yes,0,Yes,Sometimes,No,1,I think I am very lucky in my workplace. Our CEO has a degree in psychology.,1,26-100,Male
38,Yes,1,No,1,Yes,0,50,0,Maybe,Don't know,No,Don't know,Don't know,No,Yes,Don't know,0,Some of them,,No,0,,0,100-500,M
1219,Yes,1,No,1,Yes,0,38,0,No,Yes,No,Yes,Very easy,Yes,No,Don't know,0,Yes,Sometimes,No,1,I openly discuss my mental health struggles. I have found that doing so encourages people who also struggle to seek treatment. I'm willing to risk losing the support of people who don't understand if it helps those who understand all too well.,1,More than 1000,Male
545,Don't know,3,Maybe,1,Some of them,0,23,0,Yes,Don't know,No,No,Very easy,No,Not sure,Yes,0,No,,No,0,,0,6-25,female
118,No,1,No,1,No,0,18,0,No,Yes,No,No,Very easy,No,No,Don't know,0,Some of them,Rarely,No,1,,1,1-5,Male
619,Yes,3,No,1,Yes,0,22,0,Yes,Yes,Maybe,No,Very easy,No,Yes,Yes,1,Some of them,Sometimes,No,1,,0,100-500,Male
105,Yes,1,No,1,Yes,0,35,0,No,Yes,No,No,Somewhat easy,No,Not sure,Don't know,1,Some of them,Rarely,No,0,,0,6-25,Male
911,Yes,1,Maybe,1,No,0,53,0,No,Don't know,No,Yes,Don't know,No,Yes,Don't know,0,Some of them,Rarely,Maybe,1,,1,6-25,Male
484,Don't know,1,Maybe,1,No,0,48,0,Maybe,Don't know,No,Don't know,Don't know,No,No,Don't know,0,No,Never,No,0,,0,6-25,M
831,Yes,1,Maybe,1,Some of them,0,40,0,Maybe,Don't know,No,Don't know,Don't know,No,Not sure,Don't know,0,Some of them,Never,No,0,,0,100-500,M
20,Yes,1,Maybe,1,Some of them,0,29,0,No,No,No,No,Somewhat difficult,No,Yes,No,1,Some of them,Sometimes,No,1,,0,100-500,Male
242,Yes,1,No,1,Yes,0,33,0,No,Yes,No,Yes,Somewhat easy,Yes,Yes,Don't know,1,Some of them,Sometimes,No,1,,0,26-100,M
50,No,1,Maybe,1,No,0,22,0,Maybe,Yes,No,No,Very difficult,No,Yes,Don't know,1,No,Often,No,1,,0,6-25,M
162,Yes,1,No,1,Some of them,0,31,0,No,Don't know,No,Yes,Don't know,No,No,Don't know,0,Some of them,Never,No,0,,0,More than 1000,M
1031,Don't know,1,No,1,Yes,0,31,0,Maybe,Yes,Maybe,Don't know,Don't know,Don't know,Not sure,Yes,1,Yes,Rarely,No,1,,0,6-25,Male
652,Don't know,3,No,1,Yes,1,54,1,Yes,Don't know,Yes,No,Very easy,No,Not sure,Don't know,1,Some of them,Sometimes,No,1,,1,1-5,male
929,Don't know,1,No,1,Yes,0,31,0,No,Don't know,No,Don't know,Very easy,Don't know,No,Don't know,1,Some of them,Never,No,0,,0,100-500,Male
301,Yes,1,No,1,Yes,0,31,0,No,Yes,No,Don't know,Somewhat easy,Don't know,Not sure,Yes,0,Yes,Sometimes,No,1,,0,More than 1000,f
172,Don't know,19,Yes,1,No,0,22,0,Maybe,Don't know,Maybe,No,Very difficult,No,Not sure,No,0,No,Never,Maybe,1,,0,More than 1000,M
947,Yes,1,No,1,Yes,0,43,0,Yes,Don't know,Maybe,Yes,Somewhat easy,Yes,Yes,Yes,0,Yes,Rarely,No,1,I have an exceptional employer. I haven't run into problems with any employer I've had but consider myself lucky.,0,More than 1000,Male
1087,Yes,1,Yes,0,No,0,38,0,No,Don't know,No,Yes,Don't know,Yes,Not sure,No,1,Some of them,Never,Maybe,0,,0,More than 1000,male
1246,Yes,1,No,1,Some of them,0,32,0,Yes,Don't know,Maybe,Yes,Somewhat easy,Don't know,Not sure,Don't know,0,No,Never,No,0,,0,100-500,Male
1146,No,3,No,1,Yes,0,38,0,Yes,Don't know,Maybe,Don't know,Very easy,Don't know,Not sure,Don't know,1,Some of them,Sometimes,No,1,,0,1-5,Male
839,Yes,1,No,1,Yes,0,36,0,No,Yes,No,Yes,Somewhat difficult,Yes,Yes,No,0,Some of them,Rarely,No,0,,0,More than 1000,M
210,Yes,1,No,1,Yes,0,40,0,No,Yes,No,Yes,Somewhat easy,Yes,Yes,Yes,0,Some of them,,No,0,,0,26-100,Female
344,Don't know,3,Yes,1,No,0,33,0,Maybe,Don't know,No,No,Don't know,No,No,No,0,No,Rarely,Maybe,0,,1,1-5,Male
306,Yes,1,Maybe,1,Yes,0,30,0,No,Don't know,No,No,Somewhat easy,No,Not sure,Don't know,1,Some of them,Rarely,No,1,,0,26-100,queer/she/they
217,Yes,2,No,1,Some of them,0,31,1,No,Yes,No,Don't know,Very easy,No,Yes,Yes,0,Some of them,,No,0,,0,6-25,M
1233,No,3,No,1,Yes,0,23,0,Maybe,Don't know,No,No,Don't know,No,Yes,Don't know,0,Yes,Rarely,No,1,,0,6-25,Male
289,Yes,1,Maybe,1,No,0,26,0,No,Don't know,No,Don't know,Somewhat easy,Yes,Yes,Don't know,1,Some of them,Rarely,No,1,,1,More than 1000,Female
378,Yes,1,Maybe,0,Some of them,0,34,0,No,Yes,No,Yes,Very difficult,Yes,Yes,Yes,1,Some of them,Rarely,Maybe,1,I work for a university.,0,More than 1000,woman
167,No,1,Maybe,1,Yes,0,42,0,Maybe,Don't know,No,No,Very difficult,No,Yes,No,0,Yes,,No,0,,0,6-25,male
421,Don't know,31,No,1,No,0,26,0,Yes,Don't know,No,No,Don't know,Don't know,No,Don't know,0,Some of them,,No,0,,1,26-100,M
836,Yes,1,No,1,Yes,1,24,0,Yes,Yes,No,No,Very easy,No,Yes,No,1,Some of them,Often,No,1,,0,6-25,female
12,Yes,1,Yes,0,Yes,1,42,,Maybe,Don't know,Maybe,No,Somewhat difficult,No,Yes,No,1,Yes,Sometimes,Yes,1,,0,26-100,female
522,No,1,Maybe,0,No,0,35,0,No,Don't know,No,No,Don't know,No,No,No,0,No,,Maybe,0,,0,More than 1000,Male
68,Don't know,1,Maybe,0,No,0,31,0,Maybe,Don't know,No,Don't know,Don't know,Don't know,No,Don't know,0,Some of them,,No,0,,1,26-100,Female
90,Yes,1,No,1,Yes,0,31,0,No,Yes,No,Yes,Somewhat easy,Yes,Yes,Yes,0,Some of them,Never,No,0,,0,500-1000,Male
380,Yes,2,No,1,Some of them,0,41,0,No,Don't know,No,Don't know,Somewhat easy,No,Not sure,Don't know,0,Some of them,Never,No,1,,0,500-1000,Male
372,Yes,1,No,1,Yes,0,55,0,No,Yes,No,Yes,Very easy,Yes,Yes,Yes,1,Yes,Rarely,No,1,My refer to the mental health issue of depression.  I might answer differently if I was talking about a more serious issue like schizophrenia,0,More than 1000,M
258,No,3,Yes,1,Some of them,0,24,0,Yes,Don't know,No,No,Don't know,No,No,No,0,Some of them,,No,0,,0,1-5,Male
304,Yes,1,No,1,Yes,0,37,0,No,Don't know,No,Yes,Somewhat easy,Don't know,Yes,Yes,0,Some of them,Rarely,No,1,,0,More than 1000,F
1123,Don't know,1,No,0,Some of them,0,45,0,Maybe,Don't know,No,Don't know,Don't know,Don't know,No,Don't know,0,Some of them,Rarely,No,1,,0,26-100,female
410,Yes,1,Yes,1,No,0,33,0,No,Don't know,No,No,Somewhat easy,No,Yes,No,1,No,Often,No,1,,1,More than 1000,male
1214,Yes,1,Maybe,1,No,0,33,0,Maybe,Yes,No,No,Don't know,No,Yes,Don't know,0,Some of them,Often,No,1,,1,26-100,Male
699,No,1,Maybe,1,No,0,29,0,No,Don't know,No,Don't know,Somewhat difficult,No,No,Don't know,0,Some of them,,Maybe,0,,0,6-25,Male
42,No,2,Maybe,1,No,0,27,0,No,Yes,No,No,Very difficult,No,Yes,Yes,1,Some of them,Sometimes,No,1,,0,1-5,Male
208,Don't know,1,No,1,Yes,0,24,0,No,Don't know,No,Don't know,Don't know,No,Not sure,Don't know,0,Some of them,Never,No,0,,0,26-100,male
1107,No,10,No,1,Yes,0,26,0,Yes,Don't know,Maybe,Don't know,Very easy,Don't know,No,Yes,1,Yes,Rarely,No,1,,0,26-100,male
695,Yes,3,No,0,Yes,0,32,0,No,Yes,No,No,Very easy,No,Yes,Yes,0,No,Sometimes,No,1,,0,26-100,Male
1113,Don't know,1,No,1,Yes,0,25,0,Yes,Don't know,Maybe,Don't know,Very easy,Don't know,No,Don't know,1,Yes,Sometimes,No,1,I was (wrongly) diagnosed clinically depressed at 12 then bipolar I at 15 and medicated for a decade until decided myself to go drug free. Since then I've never been happier. Insomnia and my insatiablility for learning and programming have always had a symbiotic  relationship.It might also bear mentioning that I'm self-employed in addition to my more traditional day job.,1,1-5,Male
596,Yes,1,Yes,1,No,1,24,0,No,Don't know,No,No,Somewhat difficult,No,Not sure,No,1,No,Sometimes,Maybe,1,,0,100-500,Female
912,No,3,No,1,Yes,0,24,0,No,Don't know,No,No,Very easy,No,No,Don't know,1,Yes,Often,No,1,,1,6-25,Female
515,Don't know,1,Maybe,1,No,0,43,0,No,Don't know,No,Don't know,Don't know,No,No,Don't know,0,Some of them,,No,0,,1,6-25,Male
285,No,3,Maybe,1,Yes,0,27,0,Yes,Yes,Yes,No,Somewhat easy,No,No,Yes,1,Yes,Sometimes,Maybe,1,Hi Ed it's Paul Dragoonis. I have Aspergers/High Functioning Autism :-),0,6-25,Male
943,Yes,1,Yes,1,No,0,32,0,No,Don't know,No,Yes,Don't know,Yes,Yes,Don't know,1,Some of them,Sometimes,No,0,,0,100-500,male
71,Don't know,2,No,1,Yes,0,34,0,No,Don't know,No,Don't know,Somewhat easy,Don't know,Not sure,Don't know,0,Some of them,Never,No,0,,0,6-25,male
561,Don't know,1,No,1,No,0,27,0,No,Don't know,No,Don't know,Don't know,No,No,Yes,1,Some of them,Sometimes,No,1,,1,100-500,Male
179,Don't know,1,No,1,Yes,0,33,0,Maybe,Don't know,No,No,Very easy,No,No,Don't know,0,Yes,,No,0,A close family member of mine struggles with mental health so I try not to stigmatize it. My employers/coworkers also seem compassionate toward any kind of health or family needs.,1,6-25,Male
682,Don't know,1,Maybe,0,No,0,19,0,Maybe,Don't know,No,No,Somewhat difficult,No,Not sure,No,1,No,Often,Maybe,1,,0,26-100,Trans woman
1174,No,45,Yes,0,No,0,20,0,Maybe,Don't know,No,No,Very difficult,No,No,No,0,Some of them,Rarely,Yes,0,,0,26-100,Male
493,No,1,No,1,Some of them,1,24,1,No,Don't know,No,Don't know,Don't know,Don't know,No,Don't know,1,Some of them,Sometimes,No,1,,1,1-5,Female
116,No,3,Yes,0,Yes,0,21,1,Maybe,Yes,No,No,Very difficult,No,Yes,No,0,Some of them,Often,No,0,,1,1-5,Male
293,Yes,1,Maybe,1,Some of them,0,32,0,No,Don't know,No,Don't know,Don't know,No,No,Don't know,0,Some of them,Never,No,0,,0,More than 1000,Male
76,Yes,1,No,1,Yes,0,25,0,Yes,Don't know,Maybe,Yes,Don't know,Yes,Yes,Yes,0,Yes,,No,0,,1,More than 1000,Male
48,No,2,No,1,Yes,0,26,1,No,Don't know,No,No,Don't know,Yes,Yes,Yes,0,Yes,Sometimes,No,0,,0,1-5,m
1040,Don't know,1,Yes,1,Some of them,0,28,0,Maybe,Don't know,No,No,Somewhat easy,No,No,No,1,Some of them,Sometimes,No,1,,1,26-100,female
746,Yes,2,No,1,Yes,0,28,0,Maybe,Yes,Maybe,Don't know,Very easy,No,Not sure,Yes,0,Some of them,,No,0,,0,6-25,male
332,Don't know,1,Maybe,0,No,0,31,0,Yes,Yes,No,No,Somewhat easy,No,No,No,0,No,,No,0,,0,100-500,Male
576,Don't know,1,No,1,Yes,0,23,0,Maybe,Don't know,No,No,Don't know,Don't know,No,Don't know,0,Yes,,No,0,,0,26-100,Male
622,Yes,1,Maybe,1,Some of them,0,31,0,Yes,Don't know,No,No,Very easy,No,Yes,Don't know,0,Some of them,Often,No,1,,1,26-100,Female
564,No,2,No,1,Some of them,0,40,0,No,Don't know,No,No,Somewhat difficult,No,No,No,0,Some of them,Never,No,0,,0,26-100,Male
